PubmedID,Title,Publication Date,Authors,Company
39868519,Caesarean myomectomy in pregnant women with uterine fibroids.,2025 Jan 27,"Dey T, Cole MG, Brown D, Hill RA, Chaplin M, Huffstetler HE, Curtis F",Cochrane Database Syst Rev
39868370,"Postoperative fever after elective minimally invasive resection for gastric and colorectal cancer: incidence, risk factors and characteristics.",2024,"He F, Tang C, Yang F, Zhao D, Xiong J, Zou Y, Chen D, Huang G, Qian K",Front Oncol
39866652,Multilocular thymic cysts- a diagnostic challenge on computed tomography.,2025 Jan 26,"Onteddu NKR, Mareddy NSR, Vulasala SSR, Onteddu J, Virarkar M",World J Clin Cases
39866275,"Myeloperoxidase anti-neutrophil cytoplasmic antibody-associated vasculitis with silicosis, alveolar hemorrhage, and rapidly progressive glomerulonephritis: a case report.",2025,Mizuhashi K,AME Case Rep
39865562,Real-world treatment patterns and health outcomes for patients with myelofibrosis treated with fedratinib.,2025 Feb,"Passamonti F, Korgaonkar S, Parikh RC, Chevli M, Yucel A, Rombi J, Jones S, Zissler D, Davis KL, Slaff S",Future Oncol
39865554,"Systematic Review of the Presentation, Treatment, and Outcome of Chronic Disseminated Candidiasis in Children With Cancer or Following Hematopoietic Cell Transplant.",2025 Apr,"Eagling-Every E, Tsoi SK, Walker H, Haeusler GM",Pediatr Blood Cancer
39865210,Viral metagenomics in wild ducks reveals the presence of seadornaviruses in Siberia.,2025 Jan 27,"Dubovitskiy N, Derko A, Loginova A, Khozyainova A, Denisov E, Apanasevich M, Kokhanenko A, Druzyaka A, Shestopalov A, Sharshov K",Arch Virol
39864308,Adjunct Ayurvedic treatment providing more than 10 years of disease-free survival in a rare case of male breast cancer patient with high-grade invasive ductal cell carcinoma - A Case Report.,2025 Jan-Feb,"Deshmukh V, Sardeshmukh S, Kulkarni A, Gupta V, Gujar S, Sardeshmukh B, Sardeshmukh N, Deshpande D, Gutte K, Awalkanthe V, Deshpande A, Kulkarni S",J Ayurveda Integr Med
39861838,Virological Aspects of COVID-19 in Patients with Hematological Malignancies: Duration of Viral Shedding and Genetic Analysis.,2024 Dec 31,"Themlaoui A, Ancora M, Ghedira K, Mhalla Y, Hamdoun M, Bahri M, Aissaoui L, Ben Lakhal R, Di Pasquale A, Camma C, Bahri O",Viruses
39856675,Risk factors for lymphatic leakage following radical cystectomy and pelvic lymph node dissection in patients with muscle-invasive bladder cancer.,2025 Jan 25,"Xue Z, Yan Y, Chen H, Mao H, Ma T, Wang G, Zhang H, Ma L, Ye J, Hong K, Zhang F, Zhang S",World J Surg Oncol
39855244,PRGN-2012 gene therapy in adults with recurrent respiratory papillomatosis: a pivotal phase 1/2 clinical trial.,2025 Jan 21,"Norberg SM, Valdez J, Napier S, Kenyon M, Ferraro E, Wheatley M, Parsons-Wandell L, Doran SL, Lankford A, Sabzevari H, Brough DE, Schlom J, Gulley JL, Allen CT",Lancet Respir Med
39853066,"Non-Tuberculous Mycobacterial Infection in AIDS Patients: A Detailed Description of 4 Cases, Including Histopathological Finding.",2024 Sep,"Oñat M, Fica A, Delama I, Carrasco C, Salinas E, Navarrete M",Rev Med Chil
39852819,Immunotherapeutic Potential of the Yellow Fever Virus Vaccine Strain 17D for Intratumoral Therapy in a Murine Model of Pancreatic Cancer.,2025 Jan 6,"Nazarenko AS, Biryukova YK, Trachuk KN, Orlova EA, Vorovitch MF, Pestov NB, Barlev NA, Levaniuk AI, Gordeychuk IV, Lunin AS, Demyashkin GA, Shegai PV, Kaprin AD, Ishmukhametov AA, Kolyasnikova NM",Vaccines (Basel)
39850521,Effect of Whey Protein Supplementation on Postoperative Outcomes After Gynecological Cancer Surgery: A Randomized Controlled Trial.,2025 Feb,"Chitti W, Insin P, Prueksaritanond N",World J Oncol
39849816,Primary Cholangiocarcinoma of the Liver Presenting as a Complicated Hepatic Cyst: A Diagnostic Challenge.,2025 Jan 25,"Ha CW, Shin SD, Goh MJ, Song BG, Kang W, Sinn DH, Gwak GY, Paik YH, Choi MS, Lee JH",Korean J Gastroenterol
39847820,Diagnostic clues in herpes encephalitis following radiation therapy.,2025 Mar 15,"Benoliel Berman T, Bauer M, Moscovici S, Lossos A",J Neurol Sci
39846779,Monitoring molecular markers associated with antimalarial drug resistance in south-east Senegal from 2021 to 2023.,2025 Mar 3,"Wade A, Sene SD, Caspar E, Diallo F, Platon L, Thiebaut L, Pouye MN, Ba A, Thiam LG, Fall M, Sadio BD, Desamours I, Guerra N, Hagadorn K, Amambua-Ngwa A, Bei AK, Vigan-Womas I, Ménard D, Mbengue A",J Antimicrob Chemother
39845048,Evaluation of autophagic and apoptotic markers during infection with animal virus causing hemorrhagic fever in rabbits.,2024,"Bębnowska D, Rzeszotek S, Kolasa A, Wiśniewska K, Żabińska M, Szulc A, Cyske Z, Pierzynowska K, Wilk A, Niedźwiedzka-Rystwej P",Front Microbiol
39844837,Exosomes derived from syncytia induced by SARS-2-S promote the proliferation and metastasis of hepatocellular carcinoma cells.,2024,"Li H, Lin H, Fan T, Huang L, Zhou L, Tian X, Zhao R, Zhang Y, Yang X, Wan L, Zhong H, Jiang N, Wei C, Chen W, Hou L",Front Cell Infect Microbiol
39842894,Persistent pain and fever unmasking aortic angiosarcoma at the site of previous endovascular aortic repair.,2025 Jan 21,"Zeng A, South A, Slevin M, Lim K",BMJ Case Rep
39838495,An unveiling case of Nocardia pansinusitis in a patient with chronic lymphocytic leukemia: a case report.,2025 Jan 21,"Najafizadeh M, Kourkinejad Gharaei F, Manouchehri Ardekani R, Rafiyan M",J Med Case Rep
39835568,"The Outcomes of Pediatric, Adolescent, and Young Adult Oncology Patients With Non-neutropenic Fever: A Scoping Review of the Literature.",2025 Jan 17,"Wagner A, Akarsu Y, Remke M, Schoendorf D, Huebner J, Lehrnbecher T, Hufnagel M, Bochennek K, Simon A",Curr Pediatr Rev
39835015,"Tingling, Numbness, and Underlying Malignancy: A Case Report of Glioblastoma Multiforme.",2024 Dec,"Bhatia R, Singh H, Sadeque J, Mathur K",Cureus
39832457,HeterologousPrime-Boost immunizationwithAdenoviral vector and recombinant subunit vaccines strategies against dengue virus type2.,2025 Feb 20,"Shoushtari M, Salehi-Vaziri M, Kadkhodazadeh M, Teimoori A, Arashkia A, Roohvand F, Teimoori-Toolabi L, Pouriayevali MH, Azadmanesh K",Int Immunopharmacol
39831136,Aortic Periannular Abscess Missed by Transthoracic Echocardiography: A Case Report.,2025 Jan,"He W, Peng Y, Yi Y, Hu H, Lu J, Chen K, Zeng Q",Clin Case Rep
39828349,"[A CASE OF SEVERE DRUG INDUCED ERUPTION AFTER APALUTAMIDE USE FOR METASTATIC HORMONE-SENSITIVE PROSTATE CANCER, WHICH WAS DETERIORATED FROM TEMPORARY REMISSION AFTER DRUG WITHDRAWAL].",2024,"Iijima B, Inamoto T, Uehara H, Komura K, Azuma H",Nihon Hinyokika Gakkai Zasshi
39825292,Atypical pulmonary manifestations suggestive of lung cancer in behçet's disease with spontaneously regressing lymphadenopathy and a lung mass: a case report.,2025 Jan 16,"Kim SY, Yeo MK, Im S, Chung C",BMC Pulm Med
39824531,"Phase I study of BMS-986299, an NLRP3 agonist, as monotherapy and in combination with nivolumab and ipilimumab in patients with advanced solid tumors.",2025 Jan 16,"Nelson BE, O'Brien S, Sheth RA, Hong DS, Naing A, Zhang X, Xu A, Hamuro L, Suryawanshi R, McKinley D, Novosiadly RD, Piha-Paul SA",J Immunother Cancer
39824528,Intratumoral oncolytic virus OH2 injection in patients with locally advanced or metastatic sarcoma: a phase 1/2 trial.,2025 Jan 16,"Tan Z, Wu Y, Fan Z, Gao T, Ding S, Han L, Luo S, Fan Q, Shi J, Bai C, Xue R, Li S, Zhang L, Wang X, Jia L, Zhou L, Liu B, Huang J, Liu J",J Immunother Cancer
39822042,Metastatic Squamous Cell Carcinoma Treated With Pembrolizumab in a Patient With Xeroderma Pigmentosum.,2025 Jan 16,"Do N, Smith RJ, Choi S, Queenan M, Larijani M",Pediatr Dermatol
39821273,Cytokine release syndrome induced by dabrafenib and trametinib therapy in BRAF V600E-mutant non-small cell lung cancer.,2025 Jan 17,"Sumi T, Ishigooka T, Matsuura K, Ikeda T, Yamada Y, Chiba H",Jpn J Clin Oncol
39819318,Investigating neutropenic enterocolitis: a systematic review of case reports and clinical insights.,2025 Jan 13,"Nematolahi S, Amanati A, Vardanjani HM, Pourali M, Bensenjan MH, Nozari F, Vali M, Abdipour Mehrian SR, Nabavizadeh SA, Safari F",BMC Gastroenterol
39816134,Revealing the dance of NLRP3: spatiotemporal patterns in inflammasome activation.,2025 Jan,"Spector L, Subramanian N",Immunometabolism (Cobham)
39815214,Clinical and imaging features of co-existent pulmonary tuberculosis and lung cancer: a population-based matching study in China.,2025 Jan 15,"Zhang F, Qi F, Han Y, Yang H, Wang Y, Wang G, Dong Y, Li H, Gao Y, Zhang H, Zhang T, Li L",BMC Cancer
39815121,Efficacy and safety of olverembatinib as maintenance therapy after allogeneic hematopoietic cell transplantation in Philadelphia chromosome-positive acute lymphoblastic leukemia.,2025 Jan,"Kong J, Zheng FM, Yan CH, Wang JZ, Fu HX, Wang ZD, Suo P, Hu GH, Lv M, Chen H, Mo XD, Xu LP, Zhang XH, Huang XJ, Wang Y",Ann Hematol
39812468,Immunotherapy-related secondary hemophagocytosis in a glioblastoma patient: response to cytokine-directed therapy.,2025 Jan,"Alan O, Bulbul MC, Enlice MA, Mandel NM",Immunotherapy
39812041,Pneumocephalus and Pneumorrhachis Following Titanium Rib Implant: A Case Report and Literature Review.,2025 Jan 13,"Koksal Y, Aydin SB",Curr Med Imaging
39809197,The associations between risk factors and pituitary neuroendocrine tumors: A bidirectional Mendelian randomization study.,2024 Nov 22,"Wang W, Ma L, Liu M, Zhao Y, Ye W, Li X",Medicine (Baltimore)
39807223,Macrophage Activation Syndrome/Secondary Hemophagocytic Lymphohistiocytosis in Adult-Onset Still's Disease: An Uncommon Initial Presentation in a Young Nepalese Female: A Case Report.,2025 Jan,"Bishwakarma K, Bishwakarma K, Bogati S, Jha S",Clin Case Rep
39805624,[Neuroendocrine carcinoma of the extrahepatic bile duct:a case report].,2025,"Hirano S, Kubota K, Shimizu A, Notake T, Ikehara T, Kuroiwa Y, Nakamura K, Soejima Y",Nihon Shokakibyo Gakkai Zasshi
39805479,Cepharanthine relieves nonalcoholic steatohepatitis through inhibiting STAT1/CXCL10 axis-mediated lipogenesis and inflammatory responses.,2025 Feb 11,"Li P, Zhang R, Hu P, Wang T, Wang J",J Ethnopharmacol
39804234,The Potential Role of Zika and Dengue Virus Infection in the Urogenital System Disorders: An Overview.,2025 Jan,"Wang J, Yu Z, Chen Z, Ye F, Sun Z",Rev Med Virol
39804117,Tuberculous longitudinal extensive transverse myelitis: 2 cases and literature review.,2025 Mar,"Tian S, Dong N, Li M, Yadav S, Cheng S, Wang B, Zeng K",J Spinal Cord Med
39803640,Safety and infection risk factors in elderly acute myeloid leukemia patients undergoing induction therapy with venetoclax combined with hypomethylating agents.,2024,"Zhu W, Zhu L, Hu X, Chen E, Xue L, Wang X, Zhu X, Zheng C, Tong J",Am J Cancer Res
39802515,IL-8 Downregulation Mediates the Beneficial Effects of Infection-Induced Fever on Breast Cancer Prognosis.,2025,"Li H, Liang X, Ma J, Liu Q, Lin Y, Tang J, Ren Z, Liang Z",J Inflamm Res
39802506,The Prognostic Value of CRP/Alb Ratio in Predicting Overall Survival for Hepatocellular Carcinoma Treated with Transcatheter Intra-Arterial Therapy Combined with Molecular-Targeted Agents and PD-1/PD-L1 Inhibitors.,2025,"Huang X, Peng G, Kong Y, Cao X, Zhou X",J Inflamm Res
39801681,Adoptive cell therapy with tumor-infiltrating lymphocytes in combination with nivolumab in patients with advanced melanoma.,2024 Dec,"König D, Kasenda B, Sandholzer M, Chirindel A, Zingg A, Ritschard R, Thut H, Glatz K, Kappos EA, Schaefer D, Kettelhack C, Passweg J, Baur K, Holbro A, Buser A, Lardinois D, Jeker LT, Khanna N, Stenner F, Matter MS, Rodrigues Mantuano N, Binder M, Zippelius A, Läubli H",Immunooncol Technol
39800197,Association analysis of genetic polymorphisms of METTL3 with clinical outcomes in a Chinese pediatric population with primary brain tumors.,2025 Mar 15,"Wang SM, Kong XY, Zhao DQ, Li M",Gene
39797756,Wound care of Sweet syndrome in a patient with anaplastic lymphoma kinase-positive anaplastic large cell lymphoma: a case report.,2025 Jan 2,"Chen L, Wang X, Wang H, Tang Y, Luo M, Chen M",J Wound Care
39797184,The Role of Incentive Spirometry in Enhanced Recovery After Lung Cancer Resection: A Propensity Score-Matched Study.,2024 Dec 27,"Casiraghi M, Orlandi R, Bertolaccini L, Mazzella A, Girelli L, Diotti C, Caffarena G, Zanardi S, Baggi F, Petrella F, Maisonneuve P, Spaggiari L",J Clin Med
39794082,A 51-Year-Old Man With Dyspnea and a Pulmonary Nodule.,2025 Jan,"Zhou C, Zhu W, Zhao J, Shi J, Peng M, Wang C",Chest
39794024,Fistula formation after excision of extraperitoneal paravaginal teratoma.,2025 Jan,"Lin TC, Chen PC, Liu WC, Chiang CT, Huang YF",Taiwan J Obstet Gynecol
39793979,Neutropenic event incidence in women with early-stage breast cancer receiving neoadjuvant or adjuvant chemotherapy: a retrospective study.,2025 Jan 13,"Englund E, Strandéus M, Engvall K, Oliva D",BMJ Support Palliat Care
39790397,Direct Insertion of a Dumon Stent Into an Intermediate Bronchus Fistula From the Surgical Field.,2024 Sep,"Sezaki R, Hashimoto T, Tsuchida M",Ann Thorac Surg Short Rep
39788600,"[The 510th case: fever of unknown origin, acute kidney injury].",2025 Jan 1,"Shou YR, Mai YL, Guo FP, Zheng H, Jia CW, Li XY, Liu ZY, Li TS",Zhonghua Nei Ke Za Zhi
39780394,"Contribution of Travelers to Plasmodium Vivax Malaria in South West Delhi, India: Cross-Sectional Survey.",2025 Jan 8,"Savargaonkar D, Srivastava B, Yadav CP, Singh MP, Anvikar A, Sharma A, Singh H, Sinha A",JMIR Public Health Surveill
39780366,Prevention and Management of Infectious Complications in Pediatric Patients With Cancer: A Survey Assessment of Current Practices Across Children's Oncology Group Institutions.,2025 Mar,"Slatnick LR, Hoogstra D, Fisher BT, Wolf J, Orgel E, Nessle CN, Patel PA, Miller TP, Wilkes J, Dupuis LL, Goode E, Jackson K, Willis DN, Elgarten C, Aftandilian C, Thompson J, Alexander S, Beauchemin MP, Belsky JA, Hess J, Prudowsky ZD, Guinipero T, Rossoff J, Demedis J, Walsh AM, Richards R, Choi DK, Dvorak CC, Esbenshade AJ",Pediatr Blood Cancer
39780343,Clinical Analysis of MOG Antibody-Associated Disease Overlapped With Anti-NMDA Receptor Encephalitis: A Long-Term Retrospective Study.,2025 Jan,"Duan T, Ouyang S, Hu Z, Zeng Q, Yin W",Eur J Neurosci
39780183,Enhanced recovery after surgery protocol optimizes results and cost of laparoscopic radical nephroureterectomy.,2025 Jan 9,"Shi J, Chen S, Nie J, Xiong K, Wang G, Qian K, Zheng H, Wang X",BMC Surg
39780099,Triple-drug antibiotic therapy for disseminated nocardial abscess in the mediastinum and brain of an immunocompetent patient: a case report.,2025 Jan 8,"Zhang Y, Qi Z, Li H, Gao H",BMC Infect Dis
39778963,Severe hypophosphataemia following denosumab administration successfully managed using a calcimimetic agent.,2025 Jan 8,"Omori M, Matsukawa Y, Ikeda Y, Sakai T",BMJ Case Rep
39775206,"Advancing Patient Advocacy in Mycology: Cultivating Collaboration in Education, Research, and Policy.",2025 Jan 8,"Purdie R, Kuran R, Alastruey-Izquierdo A, Sati H, Rodriguez-Tudela JL, Hoenigl M, Perfect J, Oladele R, Walsh TJ, Chiller T",Mycopathologia
39775044,Intracerebroventricular B7-H3-targeting CAR T cells for diffuse intrinsic pontine glioma: a phase 1 trial.,2025 Jan 7,"Vitanza NA, Ronsley R, Choe M, Seidel K, Huang W, Rawlings-Rhea SD, Beam M, Steinmetzer L, Wilson AL, Brown C, Beebe A, Lindgren C, Gustafson JA, Wein A, Holtzclaw S, Hoeppner C, Goldstein HE, Browd SR, Hauptman JS, Lee A, Ojemann JG, Crotty EE, Leary SES, Perez FA, Wright JN, Alonso MM, Dun MD, Foster JB, Hurst D, Kong A, Thomsen A, Orentas RJ, Albert CM, Pinto N, Annesley C, Gardner RA, Ho O, Pattabhi S, Gust J, Wendler JP, Park JR, Jensen MC",Nat Med
39774428,SNMMI PIC case competition finalist: Subcutaneous Panniculitis-Like T-Cell Lymphoma on 18 F-FDG PET/CT.,2025 Mar 1,"Oztek MA, Elhussein W, Parisi MT",Clin Nucl Med
39774420,Risk factors for human infection with mpox among the Mexican population with social security.,2025,"Vallejos Parás A, Arriaga Nieto L, Cabrera Gaytán DA, Cacho Díaz B, Jaimes Betancourt L, Hernández Bautista PF, Cruz Orozco O, Valle Alvarado G, Moctezuma Paz A, Rivera Mahey MG",PLoS One
39774152,Radiological and Pathological Analysis of Pembrolizumab-Associated Lung Lesions: Diagnostic Challenges and Management.,2025 Jan 8,"Okano T, Fujimoto H, Ito T, Tomaru A, Saiki H, Tsuruga T, Yasuma T, D'Alessandro-Gabazza CN, Gabazza EC, Kobayashi T",Am J Case Rep
39773995,"Intestinal Microbiota Transplant Prior to Allogeneic Stem Cell Transplant (MAST) trial: study protocol for a multicentre, double-blinded, placebo-controlled, phase IIa trial.",2024 Dec 22,"Mullish BH, Innes AJ, Roberts LA, Anim-Burton S, Webber L, Johnson NA, Ghani R, Farshi P, Khan AB, Kinsella F, Kottaridis P, Krishnamurthy P, Nicholson E, Palanicawandar R, Wheeler G, Davies F, Marchesi JR, Pavlů J",BMJ Open
39773971,Colonic tuberculosis mimicking malignancy: a multidisciplinary medical and surgical approach.,2025 Jan 7,"Chen MT, Ong F, Choy KT, Chakraborty J",BMJ Case Rep
39773474,Detection of differences in physical symptoms between depressed and undepressed patients with breast cancer: a study using K-medoids clustering.,2025 Jan 7,"Tang J, Guo B, Zhong C, Chi J, Fu J, Lai J, Zhang Y, Guo Z, Deng S, Wu Y",BMC Cancer
39773427,Epidemiology and clinical features of childhood malignant solid tumors in a single center in southwest China over 24 years.,2025 Jan 7,"Li T, Kong X, He D",BMC Pediatr
39772586,Whole-Body MRI in Children: Concepts and Controversies-AJR Expert Panel Narrative Review.,2025 Jan 8,"Bernal SG, Chan SS, Cho YY, Daldrup-Link HE, Gee MS, Kemp JM, Kraus MS, Meyers AB, von Krüchten VR, Greer MC",AJR Am J Roentgenol
39772236,In Vitro Evaluation of the Anti-Chikungunya Virus Activity of an Active Fraction Obtained from Euphorbia grandicornis Latex.,2024 Dec 17,"Santiago-Cruz JA, Posadas-Mondragón A, Pérez-Juárez A, Herrera-González NE, Chin-Chan JM, Aguilar-González JE, Aguilar-Faisal JL",Viruses
39771501,Effect of Lipid Nanoparticle Physico-Chemical Properties and Composition on Their Interaction with the Immune System.,2024 Nov 26,"Catenacci L, Rossi R, Sechi F, Buonocore D, Sorrenti M, Perteghella S, Peviani M, Bonferoni MC",Pharmaceutics
39770824,Development of Effective Medical Countermeasures Against the Main Biowarfare Agents: The Importance of Antibodies.,2024 Dec 18,"Avril A, Guillier S, Rasetti-Escargueil C",Microorganisms
39770344,"Oral Pathogens' Substantial Burden on Cancer, Cardiovascular Diseases, Alzheimer's, Diabetes, and Other Systemic Diseases: A Public Health Crisis-A Comprehensive Review.",2024 Dec 9,"Murray PE, Coffman JA, Garcia-Godoy F",Pathogens
39765355,[Efficacy and safety of gilteritinib combined with chemotherapy in newly diagnosed FLT3-mutated acute myeloid leukemia].,2024 Dec 14,"Lei YT, Zhao XL, Hong M, Liu WJ, Sun Q, Qian SX, Wang S, Zhu Y",Zhonghua Xue Ye Xue Za Zhi
39763599,Case report: Bone marrow metastasis and bone marrow necrosis occurring 11 years after ductal carcinoma in situ of the breast.,2024,"Zhang S, Du Z, Wu J, Zhang X, Dong W",Front Oncol
39763075,[A Case of Primary Mediastinal Germ Cell Tumor Requiring Multidisciplinary Treatment Due to Circulatory Disturbance Associated with Cardiopulmonary Compression].,2024 Dec,"Numata Y, Uemura K, Tatenuma T, Ito H, Komeya M, Ito Y, Muraoka K, Hasumi H, Makiyama K, Harada J, Yamanaka S, Fujii S",Hinyokika Kiyo
39763074,[Efficacy and Adverse Events of Low-Dose Intravesical BCG Therapy for Non-Muscle-Invasive Bladder Cancer].,2024 Dec,"Tachibana A, Moriyasu M, Miyazaki K, Toyoshima Y, Matsumoto Y, Yamada A, Takada S",Hinyokika Kiyo
39762755,Disseminated nocardiosis in a patient with AIDS and B-cell non-Hodgkin's lymphoma: a case report.,2025 Jan 6,"Reverón DR, Flora-Noda DM, Soto LM, Dolande M, Frey J, Chaurio A, Ruiz-Alayón BD, Caldera J, Carrión-Nessi FS, Forero-Peña DA",BMC Infect Dis
39756873,Successful Antibiotic Treatment of Phlegmonous Gastritis Following Allogeneic Hematopoietic Stem Cell Transplantation.,2025 Jan 3,"Masuda K, Sakurai M, Shiozawa Y, Sakamoto M, Shindo T, Inokuchi A, Hayashi H, Koda Y, Nagata H, Kato J, Kataoka K",Intern Med
39755827,Development and validation of a nomogram for predicting postoperative fever after endoscopic submucosal dissection for colorectal lesions.,2025 Jan 4,"Qiu J, Xia Y, Zhang Y, Ouyang Q, Wang L, Ding R, Shu X, Pan X",Sci Rep
39755760,Cytokine dynamics and quality of life: unraveling the impact of cell-free and concentrated ascites reinfusion therapy in ovarian cancer patients.,2025 Mar,"Ito R, Kagabu M, Sato S, Takatori E, Kaido Y, Nagasawa T, Shoji T, Hirayama T, Terao Y, Baba T",Int J Clin Oncol
39755635,The first case of esophageal mediastinal fistula after immunotherapy for non-small cell lung cancer: case report and literature review.,2025 Jan 4,"Fu T, Chen J, Xiong B, Wu G",J Cardiothorac Surg
39754984,Anti-IL-6R Ab tocilizumab to treat paraneoplastic inflammatory syndrome of solid cancers.,2025 Jan,"Blay JY, Brahmi M, Dufresne A, Swalduz A, Avrillon V, Assaad S, Decroisette C, Mastroianni B, Dupont M, Bourbotte-Salmon F, Ray-Coquard I, Meeus P, Dutour A, Castets M, Perol M, Heudel P",ESMO Open
39754385,Neutrophilic Panniculitis Secondary to BRAF and MEK Inhibitor Therapy to Treat Stage IIIa Cutaneous Melanoma.,2025 Apr,"Reed T, Rivera S, Fisher C, Schaffenburg W",J Cutan Pathol
39751937,Efficacy and safety of PD-1 blockade-activated neoantigen specific cellular therapy for advanced relapsed non-small cell lung cancer.,2025 Jan 3,"Qiao Y, Hui K, Hu C, Wang M, Sun W, Liu L, Dong C, Jiang X",Cancer Immunol Immunother
39751674,Efficacy and safety of nivolumab and ipilimumab with or without chemotherapy for unresectable non-small cell lung cancer: a multicenter retrospective observational study.,2025 Jan 3,"Sumi T, Nagano Y, Yokoo K, Ishikawa T, Nishikiori H, Honjo O, Kudo S, Yamazoe M, Kondoh S, Shioya M, Otsuka M, Hashimoto M, Yabe H, Tanaka Y, Sudo Y, Yanagi M, Takahashi M, Chiba H",Cancer Immunol Immunother
39749294,Rare huge bilateral adrenal myelolipoma confused with retroperitoneal liposarcoma.,2025 Jan,"Ito K, Yamashita R, Sakura Y, Shinsaka H, Nakamura M, Matsuzaki M, Niwakawa M, Hiraki T",IJU Case Rep
39749292,Afebrile tuberculous prostatic abscess with rectal fistula after intravesical Bacillus Calmette-Guérin immunotherapy.,2025 Jan,"Sawada T, Igarashi A, Arai S, Ohtsu A, Fujizuka Y, Nakazawa S, Sekine Y, Koike H, Furuya Y, Suzuki K",IJU Case Rep
39749291,Efficacy of pembrolizumab plus lenvatinib as first-line treatment for metastatic renal cell carcinoma with multiple brain metastases.,2025 Jan,"Matsumoto D, Naiki T, Naiki-Ito A, Aoki M, Kato S, Morikawa T, Shimizu N, Gonda M, Umemoto Y, Yasui T",IJU Case Rep
39749085,Extra-Cavitary Primary Effusion Lymphoma in a Patient Co-infected With HIV-1 and HIV-2: A Case Review.,2024 Dec,"Miguel MJ, Robalo Nunes T, Gomes A, Boavida S, Marques N",Cureus
39746072,Evaluation of efficacy of GCSF in reducing neutropenia among carcinoma patients undergoing anti-cancer chemotherapy. A prospective cohort study.,2025,"Kakar M, Ullah S, Khan A, Nazir S",PLoS One
39744175,A comparative analysis of Marburg virus-infected bat and human models from public high-throughput sequencing data.,2025,"Xuan DTM, Yeh IJ, Liu HL, Su CY, Ko CC, Ta HDK, Jiang JZ, Sun Z, Lin HY, Wang CY, Yen MC",Int J Med Sci
39743267,[Clinical Characteristics and Risk Factors of Infection in Hospitalized Patients with Multiple Myeloma with New Generation Therapies].,2024 Dec,"Yang LP, Lu XY, Wang XW, Yao Q, Li LY, Zhao J, He SL, Tian WW",Zhongguo Shi Yan Xue Ye Xue Za Zhi
39743260,[Fever Characteristics and Biomarker Changes of CRS in Patients with Relapsed/Refractory Multiple Myeloma after CAR-T Cell Therapy].,2024 Dec,"Hua T, Wang JJ, Ji SW, Liu JY, Chen ZH, Shao LY, Cheng H, Cao J",Zhongguo Shi Yan Xue Ye Xue Za Zhi
39741175,Infectious complications following transperineal prostate biopsy with or without periprocedural antibiotic prophylaxis-a systematic review including meta-analysis of all comparative studies.,2024 Dec 31,"Wolff I, Büchner M, Hauner K, Wagenlehner F, Burchardt M, Abele-Horn M, Wullich B, Gilfrich C, Pilatz A, May M",Prostate Cancer Prostatic Dis
39735389,High Joule heat as a risk factor for post-endoscopic submucosal dissection electrocoagulation syndrome: A multicenter prospective study.,2024 Dec 16,"Ochi M, Yamamoto A, Suematsu S, Fukuda K, Morishige K, Oka Y, Ishikawa Y, Ueyama S, Hiroshima Y, Omae Y, Kusano F, Kamoshida T",World J Gastrointest Endosc
39735155,Squamous Cell Carcinoma of the Ovary: A Rare Case.,2024 Nov,"Margioula-Siarkou C, Almperi EA, Almperis A, Margioula-Siarkou G, Titilas G, Dinas K, Petousis S",Cureus
39733825,Diagnostic performance of metagenomic next-generation sequencing among hematological malignancy patients with bloodstream infections after antimicrobial therapy.,2025 Feb,"Xu Y, Peng M, Zhou T, Yang Y, Xu P, Xie T, Cao X, Chen B, Ouyang J",J Infect
39733418,Effect of Channa striata Extract Supplementation on Febrile Neutropenia in Acute Myeloid Leukemia Patients Undergoing Chemotherapy: A Randomized Controlled Study.,2024 Dec 1,"Setiawan B, Pangarsa EA, Santosa D, Rizky D, Tandarto K, Suharti C",Asian Pac J Cancer Prev
39732661,Onco-mNGS facilitates rapid and precise identification of the etiology of fever of unknown origin: a single-centre prospective study in North China.,2024 Dec 28,"Liu B, Yu T, Ren R, Wu N, Xing N, Wang J, Wu W, Cao X, Zhang J",BMC Infect Dis
39731696,Late-onset disseminated BCG infection with hepatosplenomegaly after intravesical BCG immunotherapy in a non-immunocompromised patient.,2024 Dec 28,"Hotta Y, Yoshioka N, Sakamoto A, Inagaki M, Ito R, Shiraki K, Kiriyama A, Yokoyama T, Fujino M, Doisaki M",Clin J Gastroenterol
39730164,Second trimester medical abortion in acute promyelocytic leukaemia.,2024 Dec 27,"Siwatch S, Khastgir G, Sikka P, Sachdeva MUS",BMJ Case Rep
39729896,A cerebral clue in the stomach: Brain lesion leads to discovery of hidden gastric cancer.,2025 Jan,"Samani ZB, Elhaie M, Najafizade N",Int J Surg Case Rep
39727460,Challenges in Differential Diagnosis of Diffuse Gingival Enlargement: Report of Two Representative Cases and Literature Review.,2024 Dec 10,"Papadopoulou E, Kouri M, Andreou A, Diamanti S, Georgaki M, Katoumas K, Damaskos S, Vardas E, Piperi E, Nikitakis NG",Dent J (Basel)
39727294,Safety profile of isocitrate dehydrogenase inhibitors in cancer therapy: a pharmacovigilance study of the FDA Adverse Event Reporting System.,2025 Jan 1,"Fu Y, Lv R, Li R, Li W, Guo Z",Expert Opin Drug Saf
