PubmedID,Title,Publication Date,Authors,Company
39109876,Source-to-tap investigation of the occurrence of nontuberculous mycobacteria in a full-scale chloraminated drinking water system.,2024 Sep 18,"Dowdell KS, Potgieter SC, Olsen K, Lee S, Vedrin M, Caverly LJ, LiPuma JJ, Raskin L",Appl Environ Microbiol
39093886,"Valproic acid use is associated with diminished risk of contracting COVID-19, and diminished disease severity: Epidemiologic and in vitro analysis reveal mechanistic insights.",2024,"Watson A, Shah P, Lee D, Liang S, Joshi G, Metitiri E, Chowdhury WH, Bacich D, Dube P, Xiang Y, Hanley D, Martinez-Sobrido L, Rodriguez R",PLoS One
39091069,Antihistamine and COVID-19 outcomes in outpatients.,2024 Dec,"Samimi S, Nimrouzi M, Sousani M, Vazani Y",J Investig Med
39066194,Comparative Analysis of the Clinical Presentation of Individuals Who Test Positive or Negative for SARS-CoV-2: Results from a Test Street Study.,2024 Jun 26,"Kiani P, Hendriksen PA, Kim AJ, Garssen J, Verster JC",Viruses
39060959,Mitigating cold stress in rice: a study of genotype performance and sowing time.,2024 Jul 26,"El-Refaee YZ, Gharib HS, Badawy SA, Elrefaey EM, El-Okkiah SAF, Okla MK, Maridueña-Zavala MG, AbdElgawad H, El-Tahan AM",BMC Plant Biol
39059500,Physicochemical and structural insights into lyophilized mRNA-LNP from lyoprotectant and buffer screenings.,2024 Sep,"Fan Y, Rigas D, Kim LJ, Chang FP, Zang N, McKee K, Kemball CC, Yu Z, Winkler P, Su WC, Jessen P, Hura GL, Chen T, Koenig SG, Nagapudi K, Leung D, Yen CW",J Control Release
39058479,COVID-19 May Protect Against the Common Cold-Here's Why Knowing That Could Lead to Better Vaccines.,2024 Aug 20,Youmshajekian L,JAMA
39047118,Improving vaccine equity by increasing vaccine thermostability.,2024 Jul 24,"Hare J, Hesselink R, Bongers A, Blakeley P, Riggall G",Sci Transl Med
39039685,"Decoding and Unravelling Mpox, Herpes, and Syphilis Infections: A State of Art Review.",2024 Jul 19,"Wang J, Goyal R, Gautam RK, Garg K, Husain S, Chopra H, Dubey AK, Rayan RA, Kamal MA, Mishra DK, Gundamaraju R, Shen B, Singla RK",Curr Pharm Biotechnol
39037562,On Wor(l)ds and Pandemics.,2024 Jul 22,Locane JJ,J Med Humanit
39035990,Medicinal plants used in Gabon for prophylaxis and treatment against COVID-19-related symptoms: an ethnobotanical survey.,2024,"Boukandou Mounanga MM, Mezui A, Mewono L, Mogangué JB, Aboughe Angone S",Front Pharmacol
39026530,"Serologic Testing of US Blood Donations to Identify Severe Acute Respiratory Syndrome Coronavirus 2 and Other Coronaviruses, December 2019 to July 2020.",2024 Jul,"Grimm K, Saá P, Cheedarla N, Gerty MS, Groves JA, Dodd RY, Roback J, Stramer SL",Open Forum Infect Dis
39018458,Mapping medication selling practices at nonpharmacy outlets during the COVID-19 pandemic: an example of Indonesia.,2024 Sep 3,"Wibowo YI, Yana IGAAK, Sari GAPLP, Brata C, Sunderland B, Setiadi AP",Int J Pharm Pract
38997782,Multiple lung abscesses and cold agglutinin syndrome following coronavirus disease 2019: a case report.,2024 Jul 13,"Aga M, Okubo S, Ikeda T, Higashi Y, Hamakawa Y, Matsuzaka S, Miyazaki K, Taniguchi Y, Misumi Y, Agemi Y, Nakamura Y, Shimokawa T, Aisa Y, Okamoto H",J Med Case Rep
38991363,Aerosol generation during pediatric otolaryngological procedures.,2024 Aug,"Maalouf A, Palonen E, Geneid A, Lamminmäki S, Sanmark E",Int J Pediatr Otorhinolaryngol
38963827,"Genomic Epidemiology and Evolution of Rhinovirus in Western Washington State, 2021-2022.",2025 Feb 4,"Goya S, Wendm ST, Xie H, Nguyen TV, Barnes S, Shankar RR, Sereewit J, Cruz K, Pérez-Osorio AC, Mills MG, Greninger AL",J Infect Dis
38953636,Temperature-dependent Spike-ACE2 interaction of Omicron subvariants is associated with viral transmission.,2024 Aug 14,"Benlarbi M, Ding S, Bélanger É, Tauzin A, Poujol R, Medjahed H, El Ferri O, Bo Y, Bourassa C, Hussin J, Fafard J, Pazgier M, Levade I, Abrams C, Côté M, Finzi A",mBio
38939868,Cold atmospheric plasma can effectively disinfect SARS-CoV-2 in the wastewater.,2024 Jun,"Qin H, Qiu H, Liu K, Hong B, Liu Y, Li C, Li M, An X, Song L, Robert E, Tong Y, Fan H, Wang R",Exploration (Beijing)
38937799,Diagnosis and management of COVID toes in outpatients: a case report.,2024 Jun 28,"Pouxe M, Abdulkarim A, de Vallière S, Seremet T, Favrat B, Kokkinakis I",J Med Case Rep
38932234,Development of Robust Freeze-Drying Process for Long-Term Stability of rVSV-SARS-CoV-2 Vaccine.,2024 Jun 11,"Khan MDFH, Youssef M, Nesdoly S, Kamen AA",Viruses
38926448,Impact of vaccine coverage and disruption to health services on COVID-19 in Ukraine.,2024 Jun 26,"Costantino V, MacIntyre CR",Sci Rep
38924055,"Optimization of ""vehicle-UAV"" joint distribution routing for cold chain logistics considering risk of epidemic spreading and green cost.",2024,"Liu G, Liu Q, Guo H, Xiang M, Sang J",PLoS One
38904595,Parental Concerns for Children With Cold-like Symptoms With Reduced Access to Evaluation in Primary Care Settings During the COVID-19 Pandemic: A Qualitative Study.,2024 Sep-Oct,"Bjerke K, Brænd AM, Fossum GH",J Pediatr Health Care
38884390,Clinical efficacy of SARS-CoV-2 Omicron-neutralizing antibodies in immunoglobulin preparations for the treatment of agammaglobulinemia in patients with primary antibody deficiency.,2024 Jun,"Karbiener M, Kindle G, Meyts I, Seppänen MRJ, Candotti F, Kamieniak M, Ilk R, Kreil TR, Seidel MG, ESID‐COVID Consortium",J Med Virol
38883639,Specific sequelae symptoms of COVID-19 of Omicron variant in comparison with non-COVID-19 patients: a retrospective cohort study in Japan.,2024 May 31,"Omori T, Hanafusa M, Kondo N, Miyazaki Y, Okada S, Fujiwara T, Kuramochi J",J Thorac Dis
38882785,The GC-MS Analysis of Kabasura Kudineer: A Vital Siddha Drug in COVID-19 Therapy.,2024 Apr,"Sudhan A, Prabhu K, Jones S, Balakrishnan D, Muttevi HK, Kalaivannan J",J Pharm Bioallied Sci
38865915,"Examining the stability of viral RNA and DNA in wastewater: Effects of storage time, temperature, and freeze-thaw cycles.",2024 Aug 1,"Williams RC, Perry WB, Lambert-Slosarska K, Futcher B, Pellett C, Richardson-O'Neill I, Paterson S, Grimsley JMS, Wade MJ, Weightman AJ, Farkas K, Jones DL",Water Res
38864599,"Seasonal human coronaviruses OC43, 229E, and NL63 induce cell surface modulation of entry receptors and display host cell-specific viral replication kinetics.",2024 Jul 2,"Siragam V, Maltseva M, Castonguay N, Galipeau Y, Srinivasan MM, Soto JH, Dankar S, Langlois M-A",Microbiol Spectr
38863976,"Chinese herbal medicine Shufeng Jiedu capsule for mild to moderate COVID-19: a multicenter, randomized, double-blind, placebo-controlled phase II trial.",2024,"Lu CL, Yang LQ, Jin XY, Friedemann T, Li YF, Liu XH, Chen XY, Zou XY, Zhang BR, Wang FX, Lin YL, Tang YM, Cao ML, Jiang YL, Gao YF, Liu K, Tao ZG, Robinson N, Schröder S, Liu JP, Lu HZ",Front Pharmacol
38851900,Identification of tumor-antigen signatures and immune subtypes for messenger RNA vaccine selection in advanced clear cell renal cell carcinoma.,2024 Sep,"Xu Z, Wu Y, Chen X, Jin B",Surgery
38835334,Variation in aerosol generation by surgical modality during oropharyngeal and laryngeal surgery.,2024 Jun,"Sithole SP, Kuhn W, Sibiya LA",Laryngoscope Investig Otolaryngol
38831485,Effects of the March 2021 Allocation Policy Change on Key Deceased-donor Kidney Transplant Metrics.,2024 Nov 1,"Cutrone AM, Rega SA, Feurer ID, Karp SJ",Transplantation
38826440,Starve a cold or feed a fever? Identifying cellular metabolic changes following infection and exposure to SARS-CoV-2.,2024 May 23,"Loveday EK, Welhaven H, Erdogan AE, Hain K, Chang CB, June RK, Taylor MP",bioRxiv
38815520,Chemical profiling of Zhi-Ke-Bao pills and its potential mechanism against cough by ultra-high performance liquid chromatography coupled to quadrupole time-of-flight mass spectrometry and network pharmacology.,2024 Sep 1,"Chen DJ, Liu CJ, Chen ZH, Li JJ, Shi W, Zhang QM, Yang X, Chen JX, Zhang FX",J Pharm Biomed Anal
38789855,Ultra-sensitive colorimetric detection of SARS-CoV-2 by novel gold nanoparticle (AuNP)-assisted loop-mediated isothermal amplification (LAMP) and freezing methods.,2024 May 24,"Alhamid G, Tombuloglu H, BenRashed HA, Almessiere MA, Rabaan AA",Mikrochim Acta
38789708,Research on the impact mechanism of changes in the production of medical solid waste in China before and after COVID-19.,2024 May,"Huang X, Zhuang Z, Liu J, Shi W, Xu X, Wang L, Li Q, Wang H",Environ Sci Pollut Res Int
38788933,Cold-chain free nucleic acid preservation using porous super-absorbent polymer (PSAP) beads to facilitate wastewater surveillance.,2024 Aug 20,"Cha G, Huang Y, Graham KE, Luo A, Chen W, Hatt JK, Konstantinidis KT, Xie X",Sci Total Environ
38782899,Compound mortality impacts from extreme temperatures and the COVID-19 pandemic.,2024 May 23,"Lo YTE, Mitchell DM, Gasparrini A",Nat Commun
38776652,Association between meteorological variations and the superspreading potential of SARS-CoV-2 infections.,2024 Jun,"Chong KC, Zhao S, Hung CT, Jia KM, Ho JY, Lam HCY, Jiang X, Li C, Lin G, Yam CHK, Chow TY, Wang Y, Li K, Wang H, Wei Y, Guo Z, Yeoh EK",Environ Int
38776030,Contraction of Respiratory Viral Infection During air Travel: An Under-Recognized Health Risk for Athletes.,2024 May 22,"Ruuskanen O, Dollner H, Luoto R, Valtonen M, Heinonen OJ, Waris M",Sports Med Open
38773287,Trials that infected people with common colds can inform today's COVID-19 challenge trials.,2024 May,Ewbank J,Nature
38758698,Interferon signaling in the nasal epithelium distinguishes among lethal and common cold coronaviruses and mediates viral clearance.,2024 May 21,"Otter CJ, Renner DM, Fausto A, Tan LH, Cohen NA, Weiss SR",Proc Natl Acad Sci U S A
38734034,Persistent fatigue in post-acute COVID syndrome is associated with altered T1 MRI texture in subcortical structures: a preliminary investigation.,2024 Jul 9,"Churchill NW, Roudaia E, Chen JJ, Sekuler A, Gao F, Masellis M, Lam B, Cheng I, Heyn C, Black SE, MacIntosh BJ, Graham SJ, Schweizer TA",Behav Brain Res
38730563,The social aspects of illness: Children's and parents' explanations of the relation between social categories and illness in a predominantly white U.S. sample.,2024 Sep-Oct,"Menendez D, Labotka D, Umscheid VA, Gelman SA",Child Dev
38725111,Cross-Reactive Antibody Responses to Coronaviruses Elicited by SARS-CoV-2 Infection or Vaccination.,2024 May,"Lee RSH, Cheng SMS, Zhao J, Tsoi AYS, Lau KKM, Chan CHC, Li JKC, Hui DSC, Peiris M, Yen HL",Influenza Other Respir Viruses
38716227,RNA sequencing analysis reveals PgbHLH28 as the key regulator in response to methyl jasmonate-induced saponin accumulation in Platycodon grandiflorus.,2024 May,"Zhang W, Zhang J, Fan Y, Dong J, Gao P, Jiang W, Yang T, Che D",Hortic Res
38714841,Common cold viruses circulating in children threaten wild chimpanzees through asymptomatic adult carriers.,2024 May 7,"Weary TE, Pappas T, Tusiime P, Tuhaise S, Otali E, Emery Thompson M, Ross E, Gern JE, Goldberg TL",Sci Rep
38699348,"Enabling global-scale nucleic acid repositories through versatile, scalable biochemical selection from room-temperature archives.",2025 Jan 27,"Berleant JD, Banal JL, Rao DK, Bathe M",medRxiv
38675595,The Development of Aptamer-Based Gold Nanoparticle Lateral Flow Test Strips for the Detection of SARS-CoV-2 S Proteins on the Surface of Cold-Chain Food Packaging.,2024 Apr 13,"Li X, Wang J, Yang G, Fang X, Zhao L, Luo Z, Dong Y",Molecules
38672745,Blood Morphological and Biochemical Indicator Characteristics in Men Performing Different Physical Activities in the Cold-A Preliminary Report.,2024 Apr 4,"Teległów A, Mirek W, Ptaszek B, Maciejczyk M, Godawska D, Marchewka J",Life (Basel)
38663335,SARS-CoV-2 live virus culture and sample freeze-thaw stability.,2024 Jul,"Kanki PJ, Hamel DJ, Riedel S, Dutta S, Cheng A, Chang CA, Arnaout R, Kirby JE",Diagn Microbiol Infect Dis
38655245,Disease burden attributable to respiratory syncytial virus outbreaks in long-term care.,2024 Jan 1,"Ferrante C, Bancej C, Atchessi N",Can Commun Dis Rep
38649410,Targeted accurate RNA consensus sequencing (tARC-seq) reveals mechanisms of replication error affecting SARS-CoV-2 divergence.,2024 May,"Bradley CC, Wang C, Gordon AJE, Wen AX, Luna PN, Cooke MB, Kohrn BF, Kennedy SR, Avadhanula V, Piedra PA, Lichtarge O, Shaw CA, Ronca SE, Herman C",Nat Microbiol
38647004,Low pathogenic human coronaviruses during the first waves of COVID-19 in Italy.,2024 Jul 31,"Puglia I, Ripà P, Curini V, Ciarrocchi E, Pulsoni S, Irelli R, Bencivenga F, Caporale M, Lorusso A, Berjaoui S",Vet Ital
38646375,Appearance and Prevalence of JN.1 SARS-CoV-2 Variant in India and Its Clinical Profile in the State of Maharashtra.,2024 Mar,"Karyakarte RP, Das R, Rajmane MV, Dudhate S, Agarasen J, Pillai P, Chandankhede PM, Labhshetwar RS, Gadiyal Y, Kulkarni PP, Nizarudeen S, Yanamandra S, Taji N, Joshi S, Potdar V",Cureus
38643567,A path from synthesis to emergency use authorization of molnupiravir as a COVID-19 therapy.,2024 Jun,"Sakander N, Ahmed A, Bhardwaj M, Kumari D, Nandi U, Mukherjee D",Bioorg Chem
38626168,Exploring spatio-temporal impact of COVID-19 on citywide taxi demand: A case study of New York City.,2024,"Zhang Y, Sui X, Zhang S",PLoS One
38620800,Effects of specific doses of E-beam irradiation which inactivated SARS-CoV-2 on the nutrition and quality of Atlantic salmon.,2023 Jul,"Yu H, Zhang J, Zhao Y, Li H, Chen Y, Zhu J",Food Sci Hum Wellness
38617014,Respiratory pathogenic microbial infections: a narrative review.,2024,"Long Y, Zheng Y, Li C, Guo Z, Li P, Zhang F, Liu W, Wang Y",Int J Med Sci
38613707,Comparison of Mycoplasma pneumoniae infection in children admitted with community acquired pneumonia before and during the COVID-19 pandemic: a retrospective study at a tertiary hospital of southwest China.,2024 Jun,"Ai L, Liu B, Fang L, Zhou C, Gong F",Eur J Clin Microbiol Infect Dis
38605956,High frequencies of alpha common cold coronavirus/SARS-CoV-2 cross-reactive functional CD4(+) and CD8(+) memory T cells are associated with protection from symptomatic and fatal SARS-CoV-2 infections in unvaccinated COVID-19 patients.,2024,"Coulon PG, Prakash S, Dhanushkodi NR, Srivastava R, Zayou L, Tifrea DF, Edwards RA, Figueroa CJ, Schubl SD, Hsieh L, Nesburn AB, Kuppermann BD, Bahraoui E, Vahed H, Gil D, Jones TM, Ulmer JB, BenMohamed L",Front Immunol
38604217,A summer cold.,2024 May,De Ambrogi M,Lancet Infect Dis
38593149,Risk perceptions and behaviors concerning rural tourism and economic-political drivers of COVID-19 policy in 2020.,2024,"Lieberthal B, Jackson S, de Urioste-Stone S",PLoS One
38587572,"""Feed a Cold, Starve a Fever?"" A Review of Nutritional Strategies in the Setting of Bacterial Versus Viral Infections.",2024 Jun,"Sankararaman S, Venegas C, Seth S, Palchaudhuri S",Curr Nutr Rep
38580873,"Impact of aerosol concentration changes on carbon sequestration potential of rice in a temperate monsoon climate zone during the COVID-19: a case study on the Sanjiang Plain, China.",2024 Apr,"Zuo X, Wang H",Environ Sci Pollut Res Int
38578794,Epidemiological changes of acute respiratory infections in children: A single-center experience after COVID-19 lockdown.,2024,"Stacevičienė I, Ivaškevičienė I, Burokienė S, Steponavičienė A, Vaičiūnienė D, Tarutytė G, Jankauskienė A",PLoS One
38578567,"Trends in emergency department visits during cold weather seasons among patients experiencing homelessness in Ontario, Canada: a retrospective population-based cohort study.",2024 May,"Richard L, Golding H, Saskin R, Shariff SZ, Jenkinson JIR, Pridham KF, Snider C, Boozary A, Hwang SW",CJEM
38571561,Symptoms and Severity of COVID-19 in Patients with Immune-Mediated Inflammatory Diseases: Experience of a University Medical Center.,2024,"Schlosser T, Krasselt M, Elsing L, Hecker M, Holler B, Hoffmeister A",Autoimmune Dis
38560267,Thyroid tuberculosis and cold abscess after infection with COVID-19: A case report.,2024 Apr 15,"Xiao X, Cao Q, Shi Y",Heliyon
38550647,Factors associated with prolonged COVID-related PTSD-like symptoms among adults diagnosed with mild COVID-19 in Poland.,2024,"Elkayam S, Łojek E, Sękowski M, Żarnecka D, Egbert A, Wyszomirska J, Hansen K, Malinowska E, Cysique L, Marcopulos B, Gawron N, Sobańska M, Gambin M, Holas P, Pluta A, Hyniewska S",Front Psychol
38543955,"Bioinformatic, Biochemical, and Immunological Mining of MHC Class I Restricted T Cell Epitopes for a Marburg Nucleoprotein Microparticle Vaccine.",2024 Mar 18,"Harris PE, Burkholz S, Herst CV, Rubsamen RM",Vaccines (Basel)
38543629,Yeast-Based Screening of Anti-Viral Molecules.,2024 Mar 14,"Srivastava V, Kumar R, Ahmad A",Microorganisms
38541703,COVID-19 Clinical Features and Outcome in Italian Patients Treated with Biological Drugs Targeting Type 2 Inflammation.,2024 Mar 13,"Sambugaro G, Brambilla E, Costanzo G, Bonato V, Ledda AG, Del Giacco S, Scarpa R, Rattazzi M, Favero E, Cinetto F, Firinu D",Life (Basel)
38540650,Predicting Mortality for COVID-19 Patients Admitted to an Emergency Department Using Early Warning Scores in Poland.,2024 Mar 19,"Rzońca P, Butkiewicz S, Dobosz P, Zaczyński A, Podgórski M, Gałązkowski R, Wierzba W, Życińska K",Healthcare (Basel)
38523906,Case report: Neglected subacute thyroiditis: a case following COVID-19 vaccination.,2024,"Yang S, Guan T, Yang H, Hu Y, Zhao Y",Front Med (Lausanne)
38523445,Potential Antiviral Effect of Korean Forest Wild Mushrooms against Feline Coronavirus (FCoV).,2024,"Ryoo R, Lee H, Park Y",Int J Med Mushrooms
38518682,Changes in pharmacist's recommendations of over-the-counter treatments for the common cold during the COVID-19 pandemic.,2024 May,"Kopa-Stojak PN, Pietrusiewicz M, Pawliczak R",J Infect Public Health
38517910,Optimizing immunization services: A Data Envelopment Analysis (DEA) of child immunization facilities in Pakistan.,2024,"Ahmad T, Ibrahim M, Naz O, Abdullah M, Khan A, Ali M, Bunde E, Alva S, Prosser W, Khan AA",PLoS One
38500975,E-commerce readiness and training needs of small-scale dairy processors in Serbia: Understanding barriers and knowledge gaps.,2024 Mar 30,"Miloradovic Z, Kovacevic J, Miocionovic J, Djekic I, Kljajevic N, Smigic N",Heliyon
38496467,Time-dependent enhancement of mRNA vaccines by 4-1BB costimulation.,2024 Mar 4,"Sanchez S, Dangi T, Awakoaiye B, Irani N, Fourati S, Richner J, Penaloza-MacMaster P",bioRxiv
38483537,Evolution of nasal and olfactory infection characteristics of SARS-CoV-2 variants.,2024 Mar 14,"Chen M, Pekosz A, Villano JS, Shen W, Zhou R, Kulaga H, Li Z, Smith A, Gurung A, Beck SE, Witwer KW, Mankowski JL, Ramanathan M Jr, Rowan NR, Lane AP",J Clin Invest
38466665,Symptoms 6 months following SARS-CoV-2 infection in Nepali women.,2024,"Shrestha DS, Manandhar S, Chalise BS, Rajbhandari SK, Bastola A, Bhandari P, Das SK, Pant P, Sharma S, Kattel HP, Jha RK, Shrestha MR, Shrestha A, Love RR",PLoS One
38465466,Pandemic preparedness: On the efficacy of non-pharmaceutical interventions in COVID-19 and about approaches to predict future pandemic viruses.,2024 Mar,Brüssow H,Microb Biotechnol
38462579,Reduced reactivity to fear conditioning and pain tests in persons involved in violent video gaming is influenced by adverse childhood experiences.,2024 Jun,"Penzkofer M, Daub J, Becker S, Flor H",Psychophysiology
38450365,Clinical evaluation of post-surgical scar hyperaesthesia: a longitudinal observational pilot study.,2024 Jan-Dec,"Kennedy DL, Hettiaratchy S, Alexander CM",Scars Burn Heal
38442245,Endemic Coronavirus Infections are Associated with Strong Homotypic Immunity in a US Cohort of Children from Birth to 4 Years.,2024 May 30,"Morrow AL, Payne DC, Conrey SC, McMorrow M, McNeal MM, Niu L, Burrell AR, Schlaudecker EP, Mattison C, Burke RM, DeFranco E, Teoh Z, Wrammert J, Atherton LJ, Thornburg NJ, Staat MA",J Pediatric Infect Dis Soc
38420031,Reduction of acute respiratory infections in day-care by non-pharmaceutical interventions: a narrative review.,2024,"Andrup L, Krogfelt KA, Stephansen L, Hansen KS, Graversen BK, Wolkoff P, Madsen AM",Front Public Health
38418987,PulmoNet: a novel deep learning based pulmonary diseases detection model.,2024 Feb 28,"Abdulahi AT, Ogundokun RO, Adenike AR, Shah MA, Ahmed YK",BMC Med Imaging
38411986,Temperature impacts SARS-CoV-2 spike fusogenicity and evolution.,2024 Apr 10,"Dufloo J, Sanjuán R",mBio
38405942,A Broad-Spectrum Multi-Antigen mRNA/LNP-Based Pan-Coronavirus Vaccine Induced Potent Cross-Protective Immunity Against Infection and Disease Caused by Highly Pathogenic and Heavily Spike-Mutated SARS-CoV-2 Variants of Concern in the Syrian Hamster Model.,2024 Feb 15,"Prakash S, Dhanushkodi NR, Singer M, Quadiri A, Zayou L, Vahed H, Coulon PG, Ibraim IC, Tafoya C, Hitchcock L, Landucci G, Forthal DN, El Babsiri A, Tifrea DF, Figueroa CJ, Nesburn AB, Kuppermann BD, Gil D, Jones TM, Ulmer JB, BenMohamed L",bioRxiv
38400179,Key Learnings from the Development and Early Use of Global Guidance on the Integration of COVID-19 Vaccination into Broader Health Systems.,2024 Feb 14,"Dadari I, Vilajeliu A, Berdaga V, Rozario S, Meyer P, Nic Lochlainn L, Horemans D, Toro N, Lihemo G, Bhardwaj S, Cowley P, Chang Blanc D, Conteh-Nordman F, Mirza I, Malm S, Ameda IM, Lindstrand A",Vaccines (Basel)
38388342,The impact of the cost-of-living crisis on population health in the UK: rapid evidence review.,2024 Feb 22,"Meadows J, Montano M, Alfar AJK, Başkan ÖY, De Brún C, Hill J, McClatchey R, Kallfa N, Fernandes GS",BMC Public Health
38385639,COVID-19 vaccine safety and immunogenicity in patients with cold agglutinin disease receiving concomitant sutimlimab.,2024 Apr,"Fattizzo B, Röth A, Broome CM, Khan U, Wardęcki M, Cordoba M, Barcellini W",Am J Hematol
38385569,A critical review of research methodologies for COVID-19 transmission in indoor built environment.,2024 Oct,"Haowei Y, Mahyuddin N, Bin Nik Ghazali NN, Wang Z, Liu Y, Pan S, Badruddin IA",Int J Environ Health Res
38383578,Immunogenicity phase II study evaluating booster capacity of nonadjuvanted AKS-452 SARS-Cov-2 RBD Fc vaccine.,2024 Feb 21,"Alleva DG, Feitsma EA, Janssen YF, Boersma HH, Lancaster TM, Sathiyaseelan T, Murikipudi S, Delpero AR, Scully MM, Ragupathy R, Kotha S, Haworth JR, Shah NJ, Rao V, Nagre S, Ronca SE, Green FM, Shaw SA, Aminetzah A, Kruijff S, Brom M, van Dam GM, Zion TC",NPJ Vaccines
38374857,Recurrent Rhabdomyolysis Induced by a Viral Illness in a Young Patient.,2024 Jan,"Khan Z, Ahmed O, Muhammad SA, Carpio J",Cureus
38370648,Rhinovirus infection of airway epithelial cells uncovers the non-ciliated subset as a likely driver of genetic susceptibility to childhood-onset asthma.,2024 Feb 6,"Djeddi S, Fernandez-Salinas D, Huang GX, Aguiar VRC, Mohanty C, Kendziorski C, Gazal S, Boyce J, Ober C, Gern J, Barrett N, Gutierrez-Arcelus M",medRxiv
38362464,The Impact of Aromatherapy Gelatin Cold Compresses on the Concentration Level of Students in the Covid-19 Pandemic Online Class.,2024 Jan-Dec,"Dewi ES, Zakiya FA, Mei KW, Arimbawa G, Evi N",SAGE Open Nurs
38360476,"U.S. COVID-19 vaccine distribution strategies, systems, performance, and lessons learned, December 2020 - May 2023.",2024 Sep 17,"Duggar C, Santoli JM, Noblit C, Moore LB, El Kalach R, Bridges CB",Vaccine
38355774,The social anatomy of climate change denial in the United States.,2024 Mar 8,"Gounaridis D, Newell JP",Sci Rep
38327389,Cold Agglutinin Disease and COVID-19: A Scoping Review of Treatments and Outcomes.,2024 Jan,"Musuuza JS, Kumar S, Posa DK, Hans A, Nayyar S, Christensen L, Kamoga GR",J Clin Med Res
38315711,COVID-19 related morbidity and mortality in people experiencing homelessness in the Netherlands.,2024,"Mennis E, Hobus M, van den Muijsenbergh M, van Loenen T",PLoS One
38301089,"Influence of HLA-A, -B, -DR Polymorphisms on the Severity of COVID-19: A Case-Control Study in the Iranian Population.",2023 May 1,"Mashayekhi P, Omrani MD, Yassin Z, Dehghanifard A, Ashouri L, Aghabozorg Afjeh SS, Shabanzadeh Z",Arch Iran Med
38289096,The increase of bronchiolitis severity in the 2022-2023 season in an Italian tertiary children's hospital: An isolated phenomenon or a warning sign?,2024 May,"Brisca G, Strati MF, Buratti S, Mariani M, Ferretti M, Pirlo D, Meleca V, Piccotti E, Castagnola E, Moscatelli A",Pediatr Pulmonol
38278784,Human coronavirus OC43-elicited CD4(+) T cells protect against SARS-CoV-2 in HLA transgenic mice.,2024 Jan 26,"Dos Santos Alves RP, Timis J, Miller R, Valentine K, Pinto PBA, Gonzalez A, Regla-Nava JA, Maule E, Nguyen MN, Shafee N, Landeras-Bueno S, Olmedillas E, Laffey B, Dobaczewska K, Mikulski Z, McArdle S, Leist SR, Kim K, Baric RS, Ollmann Saphire E, Elong Ngono A, Shresta S",Nat Commun
38268001,mRNA-based precision targeting of neoantigens and tumor-associated antigens in malignant brain tumors.,2024 Jan 25,"Trivedi V, Yang C, Klippel K, Yegorov O, von Roemeling C, Hoang-Minh L, Fenton G, Ogando-Rivas E, Castillo P, Moore G, Long-James K, Dyson K, Doonan B, Flores C, Mitchell DA",Genome Med
38257957,Cold Atmospheric Helium Plasma in the Post-COVID-19 Era: A Promising Tool for the Disinfection of Silicone Endotracheal Prostheses.,2024 Jan 9,"Silva DMD, Do Nascimento F, Milhan NVM, Oliveira MAC, Cardoso PFG, Legendre D, Aoki FG, Kostov KG, Koga-Ito CY",Microorganisms
38257769,Computational Modeling Insights into Extreme Heterogeneity in COVID-19 Nasal Swab Data.,2023 Dec 30,"Zhang L, Cao H, Medlin K, Pearson J, Aristotelous AC, Chen A, Wessler T, Forest MG",Viruses
38247540,Anastrozole Protects against Human Coronavirus Infection by Ameliorating the Reactive Oxygen Species-Mediated Inflammatory Response.,2024 Jan 17,"Kwon EB, Kim B, Kim YS, Choi JG",Antioxidants (Basel)
38226713,Deucravacitinib in plaque psoriasis: 2-year safety and efficacy results from the phase III POETYK trials.,2024 Apr 17,"Lebwohl M, Warren RB, Sofen H, Imafuku S, Paul C, Szepietowski JC, Spelman L, Passeron T, Vritzali E, Napoli A, Kisa RM, Buck A, Banerjee S, Thaçi D, Blauvelt A",Br J Dermatol
38225959,Pain associated with COVID-19 vaccination is unrelated to skin biopsy abnormalities.,2023 Sep,"Di Stefano G, Falco P, Galosi E, De Stefano G, Di Pietro G, Leone C, Litewczuk D, Tramontana L, Strano S, Truini A",Pain Rep
38221779,The associations between different types of infections and circadian preference and shift work.,2024 Feb,"Bjorvatn B, Waage S, Emberland KE, Litleskare S, Rebnord IK, Forthun I, Rortveit G",Chronobiol Int
38219913,Protein subunit vaccines: Promising frontiers against COVID-19.,2024 Feb,"Chavda VP, Ghali ENHK, Balar PC, Chauhan SC, Tiwari N, Shukla S, Athalye M, Patravale V, Apostolopoulos V, Yallapu MM",J Control Release
38219181,Heterologous COVID-19 vaccines intervention effect on reactogenicity.,2024 Jan,"Najeeb W, Waheed P, Khadim R",J Pak Med Assoc
38216154,Low-Temperature Adaptive Single-Atom Iron Nanozymes against Viruses in the Cold Chain.,2024 Apr,"Qin T, Chen Y, Miao X, Shao M, Xu N, Mou C, Chen Z, Yin Y, Chen S, Yin Y, Gao L, Peng D, Liu X",Adv Mater
38215522,Inactivation mechanism of cold plasma combined with 222 nm ultraviolet for spike protein and its application in disinfecting of SARS-CoV-2.,2024 Mar 5,"Sheng X, Wang J, Zhao L, Yan W, Qian J, Wang Z, Zhang J, Raghavan V",J Hazard Mater
38207045,Covid's cold cousins.,2024 Jan 12,Cohen J,Science
